offensedescription,offenserace,offensegender,offenseage,offensezip,offensestatus
ACC INV DMG VEHICLE,B,F,58,75229,Suspended
CRIMINAL MISCHIEF,B,F,53,75210,Suspended
LOST PROPERTY,W,M,28,75238,Suspended
BURGLARY OF BUILDING (STORAGE),L,M,51,75224,Suspended
UUMV,L,F,41,75220,Suspended
BMV,L,M,49,75042,Suspended
CRIMINAL MISCHIEF,B,F,45,75243,Suspended
BURGLARY OF MOTOR VEHICLE,L,M,20,75220,Cleared by Arrest
ASSAULT,Withheld,Withheld,Withheld,75206,Suspended
ATTEMPT BURGLARY OF HABITATI,B,F,90,75209,Suspended
THEFT // LOST PROPERTY,L,M,25,75061,Suspended
INV OF THEFT FROM PERSON,B,F,57,75238,Suspended
HARRASSING PHONE CALLS,B,M,31,75216,Suspended
AUTO ACC.THEFT,B,F,28,75215,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75237,Cleared by Arrest
THEFT,B,M,59,75216,Suspended
ACC INV DMG VEHICLE,L,M,19,75211,Open
INV OF ENTICING A CHILD,Withheld,Withheld,Withheld,75228,Suspended
INV OF ASSAULT M/C,B,M,49,75240,Suspended
BMV,B,F,47,75231,Suspended
BURGLARY OF HABITATION,B,F,54,75227,Suspended
INJURED PERSON,B,F,25,75204,Suspended
INVESTIGATION OF HARASSMENT,B,M,26,75202,Suspended
CRIMINAL MISCHIEF,B,M,33,75233,Suspended
THEFT OF LICENSE PLATE,B,F,27,75243,Suspended
DEADLY CONDUCT,L,M,59,75217,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75228,Suspended
ACC INV DMG VEHICLE,L,M,55,75226,Suspended
CRIMINAL MISCHIEF,B,F,47,75233,Suspended
BURGLARY OF A HABITATION,B,F,33,75243,Cleared by Arrest
ASSAULT FV STRANGULATION,Withheld,Withheld,Withheld,75219,Suspended
AGG ASSAULT THREAT,B,M,32,75211,Cleared by Exceptional Arrest
ACCDNT INVOLV DAMAGED VEH,W,F,81,75062,Suspended
BURGLARY (RESIDENCE),B,M,49,75212,Suspended
THEFT,L,F,21,75216,Suspended
BMV,L,M,18,75220,Suspended
HARRASMENT BY TELECOM,W,M,45,75201,Suspended
CRIMINAL MISCHIEF,L,F,17,75211,Suspended
WANT TO LOCATE,B,M,35,75021,Administratively Closed
CRIMINAL MISCHIEFF,L,F,34,75208,Suspended
BURGLARY OF RESIDENCE,L,F,29,75211,Suspended
INJURED PERSON,B,M,35,75243,Suspended
BMV,L,F,25,75240,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75220,Suspended
ASSAULT M/A (FV),Withheld,Withheld,Withheld,75234,Cleared by Exceptional Arrest
UNEXPLAINED DEATH,W,F,55,75228,Suspended
BURGLARY OF RESIDENCE,C,M,58,75229,Suspended
INVEST OF BMV,W,M,29,75205,Suspended
AUTO ACC. THEFT,W,M,58,75003,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75040,Administratively Closed
BURGLARY,W,F,26,75219,Cleared by Arrest
BMV,L,F,44,75220,Suspended
BMV,W,F,57,75232,Suspended
SUICIDE,Withheld,Withheld,Withheld,75252,Administratively Closed
INVESTIGATION BURG/HABITATION,L,M,30,75220,Suspended
INJURED PERSON,B,F,47,75211,Suspended
BMV,B,M,52,75210,Suspended
B.M.V.,W,F,30,75229,Suspended
THEFT FROM PERSON,B,F,30,71024,Suspended
INTERFERENCE W/CHILD CUSTODY,Withheld,Withheld,Withheld,75211,Cleared by Exceptional Arrest
INV RECKLESS DAMAGE,W,M,51,75240,Suspended
BMV,B,F,24,75211,Suspended
BMV,W,M,78,63701,Suspended
ACC INV DMG VEH,L,F,52,75208,Suspended
BMV,B,M,47,75216,Suspended
FLID,W,F,55,75235,Suspended
AGGRAVATED ASSAULT FV,Withheld,Withheld,Withheld,75201,Cleared by Exceptional Arrest
BURG OF RESIDENCE,B,F,71,75216,Suspended
THEFT,B,M,50,75231,Suspended
LOST PROPERTY,L,M,54,75248,Suspended
ASSAULT FV M/C,Withheld,Withheld,Withheld,75215,Cleared by Arrest
HARASSING PHONE CALLS,B,F,39,75240,Cleared by Exceptional Arrest
INJURED PERSON,B,M,18,75232,Suspended
BURGLARY OF A MOTOR VEHICLE,W,F,53,76107,Suspended
THEFT,B,F,40,75226,Unfounded
INV IDENTITY THEFT,W,F,29,1604,Suspended
AGG ASSAULT W/MOTOR VEHICLE,L,F,43,75227,Suspended
CRIMINAL MISCHIEF,W,F,33,75088,Open
UNEXPLAINED DEATH,B,M,49,75241,Open
TERRORISTIC THREAT,L,F,18,75216,Open
AGG ASSAULT F/V,L,F,18,75211,Open
INV OF ASSAULT,B,F,45,75217,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75219,Cleared by Arrest
PHONE HARASSMENT THREAT,B,F,31,75232,Cleared by Exceptional Arrest
THEFT,L,M,38,75223,Suspended
INV THEFT,W,M,50,75240,Suspended
UUMV,L,M,25,75228,Suspended
INV OF CREDIT CARD ABUSE,W,F,58,75201,Suspended
ASSAULT M/A STRANGULATION,Withheld,Withheld,Withheld,75217,Cleared by Exceptional Arrest
CRIMINAL MISCHIEF,B,M,27,75232,Open
ASSAULT M/C,Withheld,Withheld,Withheld,75243,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75215,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75248,Open
AGG ASSAULT (FV),B,F,30,75243,Suspended
WANT TO LOCATE,B,M,59,75241,Administratively Closed
THEFT,W,M,57,75247,Suspended
THEFT,Withheld,Withheld,Withheld,75204,Suspended
UUMV,L,M,32,75220,Suspended
BMV,B,M,23,75216,Suspended
BURLARY ASSAULT,Withheld,Withheld,Withheld,75215,Open
INVESTIGATION OF ASSAULT,B,M,48,75038,Cleared by Exceptional Arrest
WANT TO LOCATE,B,F,29,75232,Administratively Closed
LOST PROPERTY,B,M,52,75224,Suspended
INTERFERENCE W/ CHILD CUSTOD,Withheld,Withheld,Withheld,75216,Suspended
AGG ASSAULT,L,M,20,75232,Unfounded
BURGLARY OF A MOTOR VEHICLE,L,M,34,75240,Suspended
UNEXPLAINED DEATH,W,F,59,75230,Suspended
INV AGG ASLT//AGG ASSAULT MV,B,M,40,75220,Suspended
ASSAULT MA//ASSAULT MC,Withheld,Withheld,Withheld,75203,Cleared by Arrest
CRIMINAL MISCHIEF,L,M,46,75220,Suspended
ASSAULT F/V STRANGULATION,Withheld,Withheld,Withheld,75237,Cleared by Arrest
UUMV,L,M,31,75211,Suspended
AGGRAVATED ASSAULT,L,F,22,75212,Suspended
UUMV,B,M,59,75232,Suspended
BURG OF BUILDING,W,M,27,75206,Suspended
INVESTIGATION OF UUMV,W,M,46,75287,Suspended
UUMV,L,M,23,75110,Suspended
CRIMINAL MISCHIEF,B,F,37,75216,Suspended
CHILD ENDANGERMENT(LEFT ALON,Withheld,Withheld,Withheld,75232,Cleared by Exceptional Arrest
BURGLARY  RESIDENCE,W,F,44,75231,Suspended
INJURY TO A CHILD,Withheld,Withheld,Withheld,75217,Suspended
ACCIDENT INVOL INJURY W/DEATH,W,M,26,76084,Suspended
UUMV,B,M,21,75051,Suspended
ACC INV DMG VEH/FLID,W,F,21,75851,Suspended
BMV,W,F,24,75044,Suspended
CRIMINAL MISCHIEF,L,F,20,75238,Suspended
UNAUTHORIZED USE OF MOTOR VEH,L,M,55,75234,Suspended
BURGLARY OF A HABITATION,L,M,38,75217,Suspended
INVESTIGATION OF BURGLARY,L,M,26,75216,Suspended
NATURAL CAUSE OF DEATH,W,F,92,75214,Administratively Closed
INV OF FRAUD,L,F,24,75235,Suspended
ASSAULT F/V M/A,Withheld,Withheld,Withheld,75241,Cleared by Arrest
FOUND PROPERTY,B,M,55,75025,Suspended
BURGLARY OF VAC RES,W,M,65,75240,Suspended
AGG ASSAULT,W,M,29,75210,Cleared by Exceptional Arrest
UNEXPLAINED DEATH,B,M,72,75215,Suspended
INDECENCY W/A CHILD,Withheld,Withheld,Withheld,75215,Cleared by Arrest
AGGRAVATED ROBBERY,W,M,67,49037,Suspended
BMV,W,M,29,75211,Suspended
THEFT,L,M,59,75216,Suspended
"ASSAULT M/A ""FV'",Withheld,Withheld,Withheld,75232,Cleared by Arrest
THREATENING PHONE CALLS,B,F,25,75222,Suspended
BMV,W,M,25,75231,Suspended
BURGLARY OF MOTOR VEHICLE,W,F,36,75234,Suspended
BURGLARY OF A RESIDENCE,W,F,25,75231,Suspended
UNLAWFUL RESTRAINT,L,F,26,75223,Unfounded
RECKLESS DAMAGE,B,M,27,75181,Suspended
ROBBERY OF INDIVIDUAL,B,M,32,75241,Suspended
BURGLARY,B,F,24,75227,Suspended
ASSAULT F/V M/C,Withheld,Withheld,Withheld,75243,Cleared by Arrest
CRIM MISCH//ATT AUTOACCESTHEFT,L,M,47,75217,Suspended
DAMAGE TO VEHICLE/FLID,W,F,59,75224,Suspended
LOST PROPERTY,B,F,40,75238,Suspended
INV OF THEFT,B,M,39,75216,Suspended
BMV,B,F,60,75216,Suspended
UNEXPLAINED DEATH,W,M,28,75217,Open
PRISONER PROPERTY,B,M,61,75201,Suspended
CRIMINAL MISC,B,F,31,75238,Suspended
IMPERSONATING A PUBLIC SERVANT,W,M,33,75149,Cleared by Arrest
INJURED PERSON,W,M,37,75217,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75211,Suspended
CRIMINAL MISCHIEF,B,M,21,75217,Suspended
ATTEMPT UUMV,W,M,58,75243,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75249,Suspended
INV OF THEFT,B,F,32,75227,Suspended
INVESTIGATION OF BURGLARY,B,M,57,75216,Suspended
FLID,W,M,38,75773,Suspended
LOST PROPERTY,B,M,40,94501,Suspended
THEFT,W,M,48,75220,Suspended
AGGRAVATED ASSAULT D/W,B,M,61,75208,Open
UUMV/RECOVERY,L,M,25,75228,Suspended
FOUND PROPERTY,W,F,41,75087,Suspended
ASSAULT F/V M/A,Withheld,Withheld,Withheld,75211,Cleared by Exceptional Arrest
INVEST OF ID THEFT,B,M,33,75216,Suspended
INDECENCY WITH A CHILD,Withheld,Withheld,Withheld,75214,Unfounded
INTERFERENCE W/ CHILD CUSTOD,Withheld,Withheld,Withheld,75146,Suspended
INTERFERENCE W/ CHILD CUSTODY,Withheld,Withheld,Withheld,75238,Suspended
BMV,W,M,57,75042,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75220,Open
BURGLARY OF MOTOR VEHICLE,L,F,29,75220,Suspended
BMV         (PRIMARY),B,M,41,75146,Suspended
ASSAULT FV M/A,Withheld,Withheld,Withheld,75243,Cleared by Exceptional Arrest
INVEST OF ASSAULT,B,M,52,75216,Suspended
B.M.V.,W,F,22,75043,Suspended
BURGLARY,W,F,75,75442,Suspended
INV OF ROBBERY,B,M,55,75215,Suspended
CRIMNAL MISCHIEF,L,M,54,75208,Suspended
UUMV,W,M,63,83607,Suspended
INJURED PERSON,B,M,49,75154,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75217,Cleared by Exceptional Arrest
UNEXPLAINED DEATH,B,M,62,75203,Suspended
INV OF IDENTITY THEFT,B,M,21,75232,Open
UNEXP DEATH//NATURAL DEATH,W,M,64,75217,Administratively Closed
INV OF THEFT,W,M,48,75214,Suspended
INVESTIGATION OF AGG ROBBERY,B,M,34,75212,Administratively Closed
THEFT,B,F,39,75218,Suspended
BMV,W,F,52,75243,Suspended
INVEST OF FRUAD,B,F,27,75254,Suspended
INV. OF BURG OF HAB,B,F,21,75237,Suspended
BMV,B,M,22,75230,Suspended
INV OF IDENTITY THEFT,W,F,27,75224,Suspended
INV IDENTITY THEFT,B,F,23,75216,Suspended
UUMV,L,F,58,75223,Suspended
INV BURG/ BURGLARY,B,M,51,75237,Suspended
DUTY ON STRIKE UNATTEND VEH/FL,L,F,33,75212,Suspended
CRIMINAL MISCHIEF,B,M,61,75216,Suspended
AGGRAVATED ROBBERY,W,M,20,75238,Suspended
CRIMINAL MISCHIEF,B,F,25,75237,Suspended
BMV,L,M,38,75220,Suspended
UUMV,L,M,42,75081,Suspended
ACC INV DMG VEHICLE,W,M,52,75217,Suspended
INV OF THEFT,L,M,24,75227,Suspended
AGG ROB W/DEADLY WEAPON,L,M,46,75237,Suspended
BMV,L,F,19,76426,Suspended
UUMV,W,F,33,75142,Suspended
AGG ROBBERY,L,M,20,75217,Suspended
THEFT,L,M,47,4567,Suspended
ASSAULT M/A // ASSAULT M/C,Withheld,Withheld,Withheld,75216,Suspended
AGG ASSAULT FV,B,F,40,75231,Cleared by Arrest
INV OF ID THEFT,B,F,50,75227,Suspended
INVESTIGATION OF ROBBERY,B,M,61,75224,Suspended
INVESTIGATION OF THEFT,W,F,18,76006,Open
HARASSMENT BY PHONE,B,F,25,75224,Suspended
BMV,L,F,49,75224,Suspended
INJURED PERSON,W,M,67,75206,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75237,Administratively Closed
BMV,L,F,32,75235,Suspended
BMV,B,M,67,75228,Suspended
AGGRAVATED ASSAULT,L,F,23,75240,Open
DMG TO VEH-FLID,B,M,28,75104,Suspended
THEFT,W,M,43,75201,Suspended
INV OF IDENTITY THEFT,W,F,61,24141,Suspended
INV OF THEFT,B,M,28,75215,Suspended
HARASSMENT (THREATS)BY PHN,W,M,32,75228,Suspended
AGG ASSAULT W/ DEADLY WEAPON,B,M,37,75237,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75150,Administratively Closed
ASSAULT FAMILY VIOLENCE,Withheld,Withheld,Withheld,75227,Cleared by Exceptional Arrest
BURGLARY OF A RESIDENCE,L,M,35,75227,Suspended
INJURED PERSON,W,M,34,75217,Suspended
ACC INV PERSONAL INJURY,W,M,56,75217,Suspended
AUTO ACCESSORY THEFT,L,F,42,75220,Suspended
BURGLARY OF HABITATION,B,M,46,75243,Suspended
UUMV,B,F,38,75224,Suspended
B.M.V.,L,M,53,75455,Suspended
NATURAL DEATH,B,F,87,75228,Administratively Closed
ASSAULT M/C,Withheld,Withheld,Withheld,75224,Cleared by Arrest
ASSAULT M/C,Withheld,Withheld,Withheld,75249,Suspended
INVESTIGATION OF THEFT,W,M,33,75088,Suspended
ACC INV DMG VEHICLE  FLID,B,M,35,75232,Cleared by Exceptional Arrest
INVESTIGATION OF THEFT,W,M,35,75216,Suspended
INJURY TO A CHILD,Withheld,Withheld,Withheld,75228,Unfounded
UUMV,L,M,49,75217,Suspended
INJURED PERSON,W,F,34,75231,Suspended
UUMV,B,M,51,75231,Suspended
CRIMINAL MISCHIEF,W,F,30,75220,Suspended
BURGLARY,B,M,46,75237,Suspended
INV OF BURGLARY,L,F,34,75215,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75243,Cleared by Arrest
INV OF BURG HAB//BURGLARY,L,M,21,75231,Suspended
INV OF BURGLARY/ BURGLARY,B,F,17,75241,Cleared by Arrest
AGG ASSLT//TERRORISTIC THREAT,Withheld,Withheld,Withheld,75224,Cleared by Arrest
THEFT,B,F,64,75215,Cleared by Exceptional Arrest
FLID,L,M,30,75217,Suspended
BURGLARY,B,F,27,75217,Suspended
INJURED PERSON,B,M,38,75002,Suspended
BMV,L,F,45,75217,Suspended
BMV,L,F,23,76131,Suspended
CRIMINAL MISCHIEF,W,F,56,75217,Suspended
INV BURG RESIDENCE//BURGLARY,B,F,33,75243,Suspended
INTERFERENCE W CHILD CUSTODY,Withheld,Withheld,Withheld,75220,Cleared by Exceptional Arrest
BURGLARY OF A HABITATION,B,F,35,75241,Suspended
RETALIATION,B,M,26,75210,Cleared by Exceptional Arrest
ASSAULT F/V M/A,Withheld,Withheld,Withheld,75254,Cleared by Arrest
ASSAULT - M/A,Withheld,Withheld,Withheld,75227,Cleared by Exceptional Arrest
DUTY ON STRIKE UNATTEND VEH,B,F,54,75216,Suspended
DUTY ON STRIKE UNATTEND VEH,L,F,29,75220,Suspended
INV OF CREDIT CARD ABUSE,W,M,48,75252,Suspended
FV ASSAULT/STRANGULATION,Withheld,Withheld,Withheld,75216,Cleared by Exceptional Arrest
ASSAULT,Withheld,Withheld,Withheld,75082,Suspended
INV CREDIT CARD ABUSE,L,F,25,75224,Suspended
BMV,W,M,41,75214,Suspended
ASSAULT M/A FV,Withheld,Withheld,Withheld,75232,Cleared by Arrest
UNEXPLAINED DEATH/ACCIDENTAL D,L,M,45,75149,Administratively Closed
INV OF THEFT,B,F,27,75115,Suspended
BMV,W,F,29,75252,Suspended
HARRASING PHONE CALLS,B,F,31,75216,Suspended
ACC INV DMG VEHICLE   FLID,B,F,43,75227,Suspended
HARRASSING PHONE/TEXT,B,F,22,75243,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75228,Open
THEFT,L,M,44,75211,Suspended
DUTY ON STRIKE UNATTEND VEH/FL,B,F,28,75230,Suspended
THEFT,W,F,77,75007,Suspended
ASSAULT FV,Withheld,Withheld,Withheld,75212,Cleared by Arrest
UNEXPL DEATH//NATURAL DEATH,W,M,64,75230,Administratively Closed
THEFT AUTO ACCESSORIES,W,M,52,75287,Suspended
ASSAULT FV MA,Withheld,Withheld,Withheld,75203,Cleared by Arrest
INVEST OF THEFT,W,F,57,75240,Suspended
THEFT,B,M,54,75227,Suspended
UUMV,W,M,32,75206,Suspended
BURGLARY OF A RESIDENCE,L,F,22,75253,Suspended
UNEXPLAINED DEATH,W,M,82,75287,Open
UNEXPLAINED DEATH,W,F,31,75217,Suspended
BURGLARY OF A HABITATION,B,F,65,75216,Suspended
CRIMINAL MISCHIEF,L,M,26,75228,Suspended
ASSAULT M/C FV,Withheld,Withheld,Withheld,75211,Cleared by Arrest
CRIMINAL MISCHIEF,L,M,38,75211,Suspended
CRIMINAL MISCHIEF,B,F,65,75243,Suspended
ASSAULT M/A FV,Withheld,Withheld,Withheld,75218,Suspended
INV OF IDENTITY THEFT,W,M,24,75201,Suspended
ASSAULT CONTACT M/A,Withheld,Withheld,Withheld,75215,Suspended
CRIMINAL MISHIEF,B,M,56,75215,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75233,Administratively Closed
RUNAWAY,Withheld,Withheld,Withheld,75215,Administratively Closed
ASSAULT PHYSICAL CONTACT M/C,Withheld,Withheld,Withheld,75052,Cleared by Arrest
GRAFFITI,B,F,57,75238,Suspended
THEFT,B,M,27,75204,Suspended
BURG OF RESIDENCE,L,F,33,75216,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75228,Suspended
INJURED PERSON,Withheld,Withheld,Withheld,76014,Suspended
RECKLESS DAMAGE,B,F,27,75233,Cleared by Exceptional Arrest
INV OF UUMV,L,M,64,75081,Suspended
AGGRAVATED ROBBERY,L,M,38,75216,Suspended
BURG OF BUSN,W,M,73,75203,Suspended
BURGLARY OF A HABITATION,W,M,34,75219,Suspended
CRIMINAL MISCHIEF,W,F,44,75228,Open
INV OF HARASSING PHONE CALLS,W,F,31,75287,Suspended
INJURED PERSON,B,M,39,75217,Suspended
AGG ASSAULT WITH A MOTOR VEH,B,M,27,75224,Open
INJURY TO A CHILD,Withheld,Withheld,Withheld,75228,Cleared by Exceptional Arrest
WANT TO LOCATE,B,F,27,75208,Administratively Closed
BMV,B,F,41,75217,Suspended
ASSUALT M/A,Withheld,Withheld,Withheld,75224,Cleared by Exceptional Arrest
UUMV/RECOVERED,L,F,26,75220,Suspended
ACC INV DMG VEH,L,M,27,75150,Suspended
INV OF BURG OF HAB,L,F,36,75228,Suspended
BURG OF RESIDENCE,L,F,27,75227,Suspended
WANT TO LOCATE,B,F,24,75214,Administratively Closed
THEFT,W,F,25,75204,Suspended
INV THEFT,W,F,31,75228,Suspended
DUTY ON STRIKE UNATTEND VEH,L,F,44,75217,Suspended
INV OF HARASSMENT-PHONE CALLS,B,F,53,75217,Suspended
UUMV,W,M,35,75407,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75254,Administratively Closed
ASSAULT M/A F/V,Withheld,Withheld,Withheld,75287,Cleared by Exceptional Arrest
ATTEMPT UUMV,B,F,56,75227,Suspended
UUMV,B,F,20,75217,Suspended
THEFT,W,M,43,75243,Suspended
THEFT BY DECEPTION,W,M,39,75206,Suspended
RETALIATION,W,M,73,75224,Suspended
THREATENING PHONE CALLS,L,M,22,75235,Suspended
BMV,W,F,65,75214,Suspended
AGG ASSAULT,B,M,35,75214,Open
ASSAULT F/V STRANGULATION,Withheld,Withheld,Withheld,75204,Unfounded
WANT TO LOCATE,L,M,17,75229,Administratively Closed
BMV,W,M,49,75215,Suspended
BURGLARY OF HABITATION,B,F,43,75210,Suspended
BURGLARY,L,F,44,75227,Suspended
CRIMINAL MISCHIEF,B,F,29,75210,Suspended
UUMV,L,M,36,75216,Suspended
AASSAULT F/V(STRANGULATION),Withheld,Withheld,Withheld,75231,Cleared by Arrest
CRIMINAL MISCHEIF,B,F,34,75232,Suspended
UUMV,L,M,31,76135,Suspended
ASSAULT M/A F/V,Withheld,Withheld,Withheld,75231,Cleared by Arrest
AGGRAVATED ASSAULT,B,F,23,75212,Suspended
ATTEMPT UUMV,W,M,57,75228,Suspended
BMV,B,M,56,75237,Suspended
UUMV,L,F,44,75211,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75228,Suspended
INV ROBBERY (THEFT FRM PERS),W,M,82,75208,Suspended
THEFT,L,F,73,75223,Suspended
AGG. ASSAULT W/DEADLY WEAP F,W,F,42,75214,Cleared by Arrest
MISSING PERSON - RUNAWAY,Withheld,Withheld,Withheld,75217,Suspended
INJURED PERSON,Withheld,Withheld,Withheld,75240,Suspended
BMV,B,M,43,75212,Suspended
ASSAULT FV MC,Withheld,Withheld,Withheld,75216,Cleared by Arrest
THEFT,W,F,27,75204,Suspended
BURGLARY UNDETERMINED LOSS,W,F,35,75204,Suspended
WANT TO LOCATE/ RETURNED,B,M,28,75253,Administratively Closed
WANT TO LOCATE,B,F,18,75215,Administratively Closed
BMV,W,F,45,78751,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75240,Suspended
ASSAULT MA FV,Withheld,Withheld,Withheld,75217,Cleared by Exceptional Arrest
FOUND PROPERTY,W,M,26,72714,Suspended
AUTO ACC THEFT,W,F,36,75249,Suspended
INJURED PERSON,C,M,20,75238,Suspended
CRIMINAL MISCHIEFNVEST OF,L,M,27,75287,Suspended
BMV  (PRIMARY),W,M,28,75223,Suspended
ASSAULT F/V MISD C,Withheld,Withheld,Withheld,75253,Cleared by Arrest
WANT TO LOCATE,B,M,19,75217,Administratively Closed
BMV,L,F,30,75217,Suspended
INV OF ASSAULT M/C,B,M,47,75215,Suspended
ACC INV DMG VEH/FLID,W,F,68,75048,Suspended
INV OF ASSAULT M/C,W,F,44,75228,Suspended
CRIMINAL MISCHIEF,L,M,30,75227,Suspended
INVESTIGATION OF ASSAULT,B,M,19,75210,Suspended
BURGLARY OF A MOTOR VEHICLE,L,F,34,75211,Suspended
INV OF IDENTITY THEFT,B,F,62,75215,Administratively Closed
ASSAULT MA FV,Withheld,Withheld,Withheld,75217,Cleared by Exceptional Arrest
CRIMINAL MISCHIEF,L,M,37,75243,Suspended
UUMV,B,F,29,75240,Suspended
BMV,L,F,33,75159,Suspended
ASSAULT (FV) BI M/A,Withheld,Withheld,Withheld,75217,Cleared by Arrest
BMV,W,M,27,75220,Suspended
THEFT,B,M,39,75234,Suspended
ASSAULT F/V,Withheld,Withheld,Withheld,75227,Cleared by Exceptional Arrest
ASSAULT F/V STRANGULATION,Withheld,Withheld,Withheld,75237,Cleared by Arrest
CRIMINAL MISCHIEF,L,M,35,75228,Suspended
ASSAULT F/V M/A,Withheld,Withheld,Withheld,75050,Cleared by Exceptional Arrest
FOUND PROPERTY,W,F,57,32960,Suspended
BMV,L,M,25,75211,Suspended
UUMV,W,M,48,75206,Suspended
ASSAULT M/A F/V STRANGULATION,Withheld,Withheld,Withheld,75217,Cleared by Exceptional Arrest
THEFT,W,F,28,75002,Suspended
THEFT OF AUTO ACCESSORY,L,M,49,75228,Suspended
UUMV,L,M,30,75220,Suspended
INV OF IDENTITY THEFT,W,M,41,75214,Suspended
FORGERY,W,M,63,75234,Cleared by Exceptional Arrest
ACC INV DMG VEHICLE,L,M,62,75211,Suspended
BMV,W,M,77,76007,Suspended
ASSAULT MC (THREATS),Withheld,Withheld,Withheld,75217,Cleared by Arrest
BURG. OF A RESIDENCE,L,M,49,75216,Suspended
ACC INVOLVING DAMAGED VEHICLE,W,M,36,75243,Suspended
UUMV,B,F,26,75237,Suspended
ASSAULT F/V M/A,Withheld,Withheld,Withheld,75227,Suspended
BMV,L,M,41,75220,Suspended
BMV,W,M,22,75208,Suspended
ASSAULT M/A//ASSAULT M/C,Withheld,Withheld,Withheld,75201,Cleared by Arrest
BMV,L,M,38,75220,Suspended
WANT TO LOCATE,B,F,19,75227,Administratively Closed
BMV,W,F,31,75219,Suspended
CRIMINAL MISCHIEF,B,F,40,75215,Suspended
ASSAULT F/V M/A,Withheld,Withheld,Withheld,75215,Suspended
CRITICAL MISSING,W,F,60,75230,Administratively Closed
INVESTION OF BURGLARY OF RES,B,F,36,75228,Suspended
INV OF FORGERY,L,F,33,75228,Suspended
INTOXICATION ASSAULT,Withheld,Withheld,Withheld,75082,Cleared by Arrest
VIOLATION OF PROTECTIVE ORDE,Withheld,Withheld,Withheld,75240,Cleared by Arrest
ASSAULT M/A,Withheld,Withheld,Withheld,75231,Cleared by Arrest
BMV,L,M,30,77036,Suspended
B.M.V.,B,M,27,75232,Suspended
BURGLARY OF A RESIDENCE,W,M,23,75254,Suspended
AGG ASSAULT FV,B,F,47,75227,Cleared by Exceptional Arrest
AGG ASSAULT F/V D/W,B,M,60,75217,Open
BMV,W,F,24,75060,Suspended
INJURY TO A CHILD,Withheld,Withheld,Withheld,75231,Cleared by Arrest
AGG ASSAULT DEADLY WEAPON,L,F,44,75216,Cleared by Exceptional Arrest
ACC INV DMG VEHICLE,B,M,45,75154,Suspended
WANT TO LOCATE,B,F,44,75211,Administratively Closed
CRIMINAL MISCHIEF,B,F,43,75211,Suspended
BURGLARY CRIMINAL MISCHIEF,L,F,30,75217,Suspended
AGG ROBBERY,B,F,74,75203,Suspended
ASSAULT M/A FV,Withheld,Withheld,Withheld,75228,Cleared by Arrest
BMV,B,M,23,75228,Suspended
CRIMINAL MISCHIEF,B,F,49,75216,Suspended
UUMV,B,M,20,75217,Cleared by Exceptional Arrest
INV THEFT,W,M,61,75254,Suspended
AUTO ACCESSORY THEFT,L,F,40,75215,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75231,Suspended
BMV,L,M,22,75240,Suspended
INV OF THEFT//THEFT,W,M,45,76084,Suspended
ASSAULT MA,Withheld,Withheld,Withheld,75232,Suspended
ACC INV DMG VEH,B,F,30,75216,Suspended
CRIMINAL MISCHIEF,L,F,20,75211,Suspended
LOST PROPERTY,W,F,71,75225,Suspended
ASSAULT MA FV STRAN,Withheld,Withheld,Withheld,75237,Cleared by Arrest
INV OF BURGLARY OF RES,L,F,40,75228,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75204,Cleared by Arrest
AGG ASSAULT ASSAULT M/A,Withheld,Withheld,Withheld,75231,Suspended
ACC INV DMG VEH,L,M,49,75211,Suspended
THEFT FROM PERSON,L,F,59,75527,Suspended
BMV,B,M,23,75217,Suspended
BURGLARY OF RESIDENCE,B,F,56,75223,Suspended
ASSAULT M/C F/V,Withheld,Withheld,Withheld,75215,Cleared by Exceptional Arrest
ASSAULT FAMILY VIOLENCE M/C,Withheld,Withheld,Withheld,75228,Cleared by Arrest
CRIMINAL MISCHIEF,B,F,24,75236,Suspended
CRIMINAL MISCHIEF,L,F,29,75214,Suspended
CRIMINAL MISCHIEF,B,F,33,75228,Cleared by Exceptional Arrest
INVESTIGATION OF THEFT,B,M,25,75237,Suspended
BURGLARY OF RESIDENCE,B,F,45,75216,Suspended
